age,annual_income,monthly_expenses,employment_status,contract_type,existing_debt,requested_amount,term_months,credit_score,num_dependents,has_property,previous_defaults,debt_to_income_ratio,loan_to_income_ratio,loan_approved,max_loan_amount
36,64744.66,1355.98,employed,permanent,7197.14,241554.6,120,729,2,1,0,0.2736,3.7309,1,123128.8
33,40437.91,1994.57,employed,permanent,4196.06,156410.78,12,726,0,0,3,0.6126,3.8679,0,1795.25
50,3821.96,160.87,unemployed,freelance,1037.03,8343.08,24,821,0,1,0,0.5594,2.1829,1,500.0
43,64013.93,1946.95,employed,permanent,15406.98,86672.78,24,814,1,0,0,0.4131,1.354,1,50065.29
54,87064.75,3585.88,employed,permanent,5821.04,342075.18,120,599,1,1,1,0.5076,3.929,1,7835.83
63,56517.55,2525.66,employed,permanent,19995.93,210487.26,36,353,1,0,0,0.607,3.7243,0,1864.22
64,13492.85,377.66,part_time,freelance,3669.93,31830.54,12,461,0,1,2,0.3903,2.3591,0,177.26
53,20927.71,906.54,part_time,contract,3035.16,44521.93,48,748,4,0,1,0.5488,2.1274,0,1598.81
22,23392.42,1036.15,retired,permanent,6396.65,56372.1,84,510,3,1,0,0.5862,2.4098,1,1473.72
56,47649.43,1339.24,employed,permanent,2147.14,152209.36,24,746,1,0,0,0.3463,3.1944,1,51266.02
62,68994.98,1521.77,employed,temporary,12922.93,404414.66,60,369,0,0,0,0.3021,5.8615,1,20481.16
59,38708.31,1036.88,employed,permanent,2616.44,181913.78,36,600,0,1,2,0.335,4.6996,0,3614.72
45,60559.81,1616.07,employed,temporary,1003.63,313976.49,24,367,0,1,0,0.3235,5.1846,0,4061.0
42,82898.85,1884.8,self_employed,permanent,11218.74,271997.15,60,581,2,0,0,0.2999,3.2811,1,22393.88
63,5062.3,212.66,unemployed,permanent,305.23,17179.83,120,453,2,0,2,0.5162,3.3937,0,232.3
58,18707.67,597.07,retired,temporary,4740.66,30377.25,60,761,0,0,0,0.4337,1.6238,1,7814.01
34,54464.22,2539.55,retired,permanent,14685.03,243223.7,24,523,0,1,0,0.6135,4.4658,0,457.04
68,55191.37,1555.75,employed,contract,3282.61,155568.58,36,667,2,0,1,0.3502,2.8187,1,41338.34
23,98964.83,3370.01,self_employed,permanent,974.33,453601.11,60,488,1,1,0,0.4106,4.5835,1,14332.88
48,52910.56,2088.45,employed,permanent,16779.22,145493.7,60,685,1,1,0,0.5371,2.7498,1,15873.17
41,61125.92,2837.84,employed,freelance,50.29,67045.63,12,340,2,1,1,0.5573,1.0968,0,2215.73
44,4661.56,168.44,unemployed,permanent,641.27,6767.63,84,816,1,0,0,0.4611,1.4518,1,500.0
32,53839.66,1708.21,employed,contract,10651.28,267240.44,84,429,1,0,0,0.4203,4.9636,1,6436.53
37,36201.83,1669.67,employed,permanent,11854.54,69594.06,84,321,0,1,1,0.6189,1.9224,0,1327.34
52,54801.15,1637.58,employed,temporary,18381.59,107078.67,12,340,1,0,0,0.4257,1.9539,1,6107.59
35,109501.55,2534.95,self_employed,contract,31752.8,500000.0,84,452,0,0,1,0.3358,4.5661,0,5240.92
64,8284.72,280.14,unemployed,permanent,819.19,34108.16,12,649,4,1,0,0.4255,4.117,0,108.4
61,42998.26,1880.4,employed,contract,12386.71,48531.77,60,308,0,1,0,0.5824,1.1287,1,3869.84
63,39872.74,866.48,retired,temporary,3932.08,51424.63,60,346,0,0,0,0.2805,1.2897,1,9189.67
21,84072.7,3188.17,employed,permanent,7217.08,167979.01,36,629,0,1,0,0.4722,1.998,1,15133.09
54,73501.87,2805.7,employed,temporary,16085.97,276879.8,48,302,0,0,0,0.5018,3.767,0,793.97
61,1784.21,85.49,unemployed,temporary,484.49,8279.7,12,708,3,0,1,0.6293,4.6405,0,109.43
53,107444.09,3136.14,self_employed,permanent,2280.04,215933.66,84,335,0,1,0,0.3545,2.0097,1,25325.65
49,18935.51,548.49,part_time,permanent,454.62,100141.04,48,542,2,0,0,0.3524,5.2885,0,1176.83
32,59974.19,2019.98,employed,permanent,18812.0,66001.06,12,733,2,1,0,0.4669,1.1005,1,25189.16
32,74983.56,2342.74,self_employed,permanent,25779.27,123107.67,84,717,1,1,0,0.4437,1.6418,1,31915.1
37,105798.13,4476.33,self_employed,contract,25579.49,500000.0,120,518,3,0,0,0.5561,4.726,0,2395.08
51,33426.97,1322.07,part_time,permanent,5733.77,41486.1,120,500,0,1,0,0.5089,1.2411,0,612.66
51,86130.91,3700.92,employed,freelance,29123.15,463781.55,12,693,0,1,0,0.5832,5.3846,0,2617.05
54,95.45,4.27,unemployed,permanent,27.83,1000.0,84,838,0,1,0,0.5951,10.4767,0,52.55
58,112579.41,5376.07,self_employed,permanent,26100.15,101544.26,36,568,1,0,0,0.6194,0.902,0,1607.24
65,37991.28,1269.0,employed,contract,4859.19,120067.17,36,423,1,0,0,0.4264,3.1604,0,518.54
48,49617.55,2458.73,employed,temporary,3929.61,166436.44,120,699,2,1,0,0.6105,3.3544,1,14885.26
68,63324.33,1717.57,employed,temporary,10604.88,356311.31,24,580,2,1,0,0.359,5.6268,1,16071.71
48,70592.94,2941.54,self_employed,permanent,8099.06,198795.03,12,732,0,1,0,0.523,2.8161,1,26684.13
63,40374.26,1469.97,retired,permanent,5478.93,119394.76,12,699,2,0,2,0.464,2.9572,0,2436.99
35,70547.39,3150.62,self_employed,permanent,14550.57,78918.59,120,301,0,0,1,0.5772,1.1187,0,1532.22
63,113765.69,3952.12,self_employed,freelance,7694.84,456820.34,12,628,5,1,1,0.4304,4.0154,0,3399.49
66,47852.14,2091.05,self_employed,permanent,15430.91,79431.36,36,682,4,0,1,0.5889,1.6599,0,1629.19
29,50071.36,2401.59,employed,freelance,2914.74,46387.76,84,377,0,0,2,0.5872,0.9264,0,437.17
49,85640.59,3613.34,employed,temporary,16477.03,500000.0,12,631,2,1,0,0.5448,5.8384,1,15415.31
44,39220.67,1704.9,employed,permanent,11703.0,77773.14,24,462,4,0,3,0.5813,1.983,0,674.87
58,68525.85,1561.88,employed,temporary,13294.58,87424.76,60,449,0,0,2,0.3123,1.2758,0,5034.3
39,72495.48,1943.7,employed,contract,10468.99,315152.14,24,804,0,0,0,0.3506,4.3472,1,97477.42
24,73026.46,3596.59,self_employed,freelance,13871.85,366538.2,84,449,1,0,1,0.629,5.0193,0,2403.34
20,73182.75,3004.25,employed,permanent,24843.22,62382.89,60,346,0,0,2,0.5605,0.8524,0,1899.31
49,44501.51,1655.85,employed,permanent,17630.28,48046.64,36,661,3,1,0,0.5257,1.0797,1,13350.45
68,81894.77,2582.7,employed,permanent,20674.93,81563.59,120,673,3,0,1,0.4289,0.996,1,29113.59
22,42701.41,944.9,employed,permanent,13552.47,32379.46,84,394,4,0,0,0.329,0.7583,1,10952.91
64,21218.69,670.51,part_time,temporary,122.97,87569.76,48,400,0,1,1,0.3804,4.127,0,1140.86
33,20784.53,735.46,retired,contract,7319.18,77645.24,84,689,0,1,0,0.495,3.7357,1,4364.75
49,6542.53,176.65,unemployed,permanent,2496.76,27121.64,36,381,1,1,0,0.4003,4.1454,0,133.01
69,71836.02,1859.34,employed,contract,16527.15,235706.15,48,712,3,1,3,0.3566,3.2812,0,26727.39
23,11294.66,402.79,unemployed,temporary,3405.59,56431.42,60,302,2,1,0,0.4882,4.9963,0,95.72
37,45355.44,1719.98,retired,permanent,9302.31,159046.82,48,312,5,0,1,0.4961,3.5067,0,907.31
56,6493.23,180.71,unemployed,permanent,743.35,36057.61,60,463,4,0,1,0.3569,5.5531,0,245.85
44,86293.94,3276.19,employed,contract,29417.53,273643.86,84,644,1,0,1,0.5238,3.1711,0,3506.16
67,70451.5,3317.79,self_employed,contract,16819.22,341592.74,48,465,0,1,1,0.6129,4.8486,0,2848.53
20,38764.61,1342.58,retired,temporary,8983.82,106233.71,60,374,0,1,2,0.462,2.7405,0,490.78
65,81629.36,3741.93,self_employed,permanent,21521.82,236213.44,84,359,2,1,0,0.6028,2.8937,0,980.18
34,63948.07,3061.75,self_employed,permanent,21895.9,330576.75,48,681,4,0,0,0.643,5.1695,1,14388.32
28,81116.55,1908.52,employed,permanent,23747.88,88589.74,60,372,1,1,2,0.3409,1.0921,0,5817.53
34,42591.71,1006.35,self_employed,temporary,3596.86,153630.33,24,422,3,1,0,0.3004,3.607,1,13772.11
68,65516.32,2274.59,employed,contract,12233.82,294486.07,12,766,2,0,0,0.454,4.4949,1,29482.34
43,93612.16,3555.98,self_employed,permanent,36707.14,433172.8,24,588,0,1,1,0.5343,4.6273,0,2663.29
23,84718.69,2817.31,employed,contract,18792.66,317967.41,36,815,3,0,2,0.4434,3.7532,1,43155.7
31,83615.51,2538.13,employed,temporary,31380.75,247866.03,120,780,1,0,2,0.4393,2.9644,1,45679.15
56,62980.72,2489.56,employed,temporary,20490.64,121823.82,120,536,0,1,0,0.5394,1.9343,0,2236.83
56,86100.34,1798.98,self_employed,freelance,22937.94,473710.66,48,471,3,0,1,0.304,5.5018,0,7940.5
62,56683.08,2781.37,employed,permanent,7921.24,143625.5,120,684,2,1,0,0.6168,2.5338,1,17004.92
25,69476.89,1917.72,self_employed,freelance,8457.26,340051.61,84,745,1,0,0,0.3556,4.8945,1,63204.52
58,51531.83,2451.99,retired,permanent,13262.67,34740.74,60,506,0,0,0,0.6225,0.6742,0,956.35
65,86188.72,2069.64,employed,permanent,14912.76,153151.38,24,449,1,0,0,0.3228,1.7769,1,22908.96
43,84247.77,2340.2,employed,contract,26917.28,202255.0,24,450,1,1,3,0.3972,2.4007,0,4655.83
30,42610.4,1179.62,employed,freelance,12961.35,178693.42,84,412,0,1,1,0.393,4.1937,0,2598.93
32,49453.11,2467.11,retired,temporary,6174.33,111582.01,60,531,0,0,0,0.6236,2.2563,0,1130.31
53,115094.55,2413.25,self_employed,temporary,32352.1,83731.39,48,787,0,1,0,0.3078,0.7275,1,215017.8
44,54868.73,2166.74,employed,contract,10854.14,79903.76,84,682,1,0,0,0.5134,1.4563,1,13717.18
26,63525.55,2934.83,employed,contract,8214.92,122312.69,36,673,3,0,0,0.5803,1.9254,1,15881.39
23,99014.05,4004.26,self_employed,permanent,16355.8,145378.48,36,546,2,1,1,0.5183,1.4683,0,2140.64
27,38796.89,1218.73,retired,contract,13894.75,62869.78,84,439,0,1,3,0.4486,1.6205,0,660.97
39,54758.89,2671.36,retired,permanent,7874.72,258969.2,36,701,0,0,0,0.6142,4.7293,1,13415.93
48,68292.77,3202.55,self_employed,permanent,7850.92,188910.44,120,424,0,0,0,0.5857,2.7662,0,2116.03
64,74266.85,2487.22,employed,permanent,10451.05,202636.05,60,655,1,1,2,0.43,2.7285,1,31192.08
65,78592.51,2951.57,employed,temporary,6746.96,457120.35,24,538,3,0,0,0.4678,5.8163,0,1212.77
29,62175.52,3049.87,employed,freelance,13545.19,183844.31,84,812,0,1,0,0.6322,2.9569,1,33574.78
62,82134.11,4064.93,employed,temporary,4843.82,460125.12,36,831,1,1,0,0.6057,5.6021,1,44352.42
53,65038.5,2208.26,employed,freelance,21266.13,139497.63,24,572,0,1,0,0.4728,2.1448,0,1297.49
45,57640.79,2625.41,employed,permanent,5201.05,155828.67,84,476,0,1,0,0.5646,2.7034,0,1486.13
60,40930.3,1213.22,employed,contract,9791.43,109675.13,36,705,0,1,0,0.4035,2.6796,1,33178.1
68,21048.51,666.77,part_time,contract,1052.64,73742.06,36,413,2,0,3,0.3901,3.5034,0,883.7
22,94723.96,2428.78,self_employed,temporary,37073.18,351744.17,84,326,0,0,0,0.386,3.7134,0,6082.55
25,52087.6,1402.96,retired,temporary,9471.1,97127.1,48,717,0,1,0,0.3596,1.8647,1,43001.02
24,3020.15,120.78,unemployed,temporary,993.23,14692.16,60,761,2,0,0,0.5457,4.8647,0,121.21
24,54537.95,1948.7,employed,contract,16768.19,176206.27,48,479,2,1,0,0.4903,3.2309,0,1224.42
66,1847.53,50.95,unemployed,contract,527.43,1000.0,120,546,0,0,1,0.388,0.5413,0,149.2
42,72989.76,2378.36,employed,permanent,24155.67,273884.84,24,799,0,1,0,0.4572,3.7524,1,39414.47
68,116217.9,3686.18,self_employed,contract,4670.27,500000.0,120,616,2,0,0,0.3887,4.3023,1,34924.64
28,70252.37,3486.72,employed,permanent,19066.41,131903.54,24,733,1,0,0,0.6499,1.8776,1,24588.33
54,26192.76,1197.77,part_time,permanent,2785.1,18552.08,84,532,1,1,0,0.57,0.7083,0,328.61
39,65441.95,2103.89,employed,contract,20571.59,323249.37,60,668,0,1,0,0.4487,4.9395,1,20143.03
68,39865.07,1893.16,employed,permanent,15258.26,233988.9,36,467,0,1,0,0.6464,5.8695,0,848.53
61,28778.59,887.15,part_time,contract,10377.44,26507.96,60,367,1,1,3,0.442,0.9211,0,772.33
54,68112.72,2745.88,employed,permanent,3131.88,385463.67,36,850,2,1,0,0.493,5.6592,1,36780.87
69,87840.29,4306.57,self_employed,permanent,12984.64,217493.37,12,644,2,1,2,0.6179,2.476,0,2479.59
37,10785.73,347.48,unemployed,permanent,1571.79,61240.49,120,829,2,1,0,0.4157,5.6779,1,1963.95
36,47006.55,1911.44,retired,permanent,2299.49,191251.61,12,351,1,0,0,0.4977,4.0686,0,268.15
43,29961.05,882.79,part_time,contract,1175.98,161680.12,60,744,2,0,2,0.3614,5.3963,0,2822.43
22,33325.23,953.13,part_time,permanent,5130.62,160696.98,120,439,2,0,0,0.374,4.8221,0,1257.89
51,89446.42,3361.36,employed,permanent,35494.9,58496.85,12,708,2,0,0,0.5303,0.654,1,31306.25
54,39507.46,1951.48,retired,permanent,8990.99,33973.8,12,634,0,1,0,0.6383,0.8599,1,4977.94
57,35343.75,1203.45,self_employed,permanent,8790.44,119871.7,120,580,3,0,0,0.4583,3.3916,1,2385.7
32,68617.34,3306.06,self_employed,contract,12928.03,83226.29,120,704,0,0,0,0.6159,1.2129,1,21614.46
66,78318.06,3720.29,employed,permanent,20748.98,237749.22,24,421,3,0,0,0.623,3.0357,0,1256.88
44,27633.91,780.24,self_employed,temporary,10574.53,158907.88,36,759,1,1,0,0.4154,5.7505,1,22723.7
28,13308.41,433.23,part_time,freelance,3133.85,28229.33,84,338,1,0,0,0.4377,2.1212,0,193.14
23,13544.63,536.32,part_time,temporary,352.37,43194.09,12,374,0,0,0,0.4804,3.189,0,140.88
33,75206.97,2703.16,employed,contract,14827.52,196548.0,48,516,1,0,0,0.4707,2.6134,1,5640.52
56,62564.16,1478.52,employed,permanent,24844.26,248007.35,120,545,3,0,1,0.363,3.964,0,6372.38
53,55289.39,2754.31,employed,permanent,8567.7,86591.32,24,717,0,1,1,0.6288,1.5661,1,23221.54
30,21907.83,937.34,retired,freelance,5204.26,42274.8,36,502,2,0,0,0.5609,1.9297,0,158.7
60,8786.88,295.23,unemployed,contract,374.8,45895.84,24,818,2,1,0,0.4117,5.2232,1,1675.9
22,52656.09,2046.39,employed,temporary,2973.61,261297.91,48,595,0,1,1,0.4777,4.9623,0,2175.08
47,49592.82,1159.85,employed,temporary,17351.17,240056.19,84,749,3,1,0,0.3506,4.8405,1,62237.01
48,70877.56,2500.53,employed,permanent,8515.08,335963.73,36,527,5,1,0,0.4474,4.7401,0,2005.89
28,65745.6,3154.65,employed,permanent,8032.83,199005.77,60,402,0,1,0,0.6002,3.0269,1,5917.1
22,20335.44,955.44,part_time,contract,3149.66,91690.45,60,391,2,1,0,0.5948,4.5089,0,305.71
44,85941.31,2636.13,self_employed,temporary,33224.18,225993.55,24,656,0,1,0,0.4454,2.6296,1,25338.94
53,49917.18,1813.57,employed,permanent,1685.01,52607.85,84,445,4,1,0,0.4427,1.0539,1,5148.46
31,100508.87,4138.32,self_employed,freelance,32917.22,267711.46,60,566,1,1,0,0.5596,2.6636,1,8141.22
61,47612.54,1464.1,employed,permanent,6504.98,65355.2,120,418,5,0,1,0.3963,1.3726,0,1820.9
28,15653.27,355.73,part_time,permanent,5318.78,41476.22,36,802,0,1,3,0.3407,2.6497,1,16158.31
34,78034.17,2776.1,employed,contract,30956.33,166668.4,48,563,3,1,0,0.5062,2.1358,1,7023.08
59,73934.06,2837.67,employed,contract,10311.36,280608.12,48,575,1,0,0,0.4885,3.7954,0,568.86
44,45045.14,946.12,employed,temporary,2330.75,112093.58,60,358,0,0,0,0.2624,2.4885,1,16054.09
24,36043.35,851.38,self_employed,permanent,2081.51,157896.66,12,646,2,1,0,0.295,4.3807,1,23939.99
30,104647.91,2812.86,self_employed,permanent,31760.26,347096.89,12,485,2,1,0,0.3833,3.3168,1,19784.11
53,9319.18,288.75,unemployed,temporary,540.22,51788.62,84,414,4,0,0,0.3834,5.5572,0,207.86
43,52999.16,1940.51,employed,permanent,5520.85,53033.07,12,661,0,0,2,0.4602,1.0006,0,4312.71
34,71200.86,2093.57,employed,contract,5821.34,304910.6,60,535,4,1,0,0.3692,4.2824,1,16763.53
57,41828.81,1208.38,employed,freelance,5951.04,175604.99,60,741,2,1,2,0.3751,4.1982,1,43885.11
27,73169.53,3379.65,self_employed,contract,2176.55,419147.7,60,562,1,0,1,0.5602,5.7284,0,1632.29
24,36030.17,903.06,employed,permanent,12347.43,91644.01,120,350,0,0,0,0.3693,2.5435,1,7063.71
67,62202.18,2194.76,self_employed,contract,21401.19,135595.08,36,650,2,0,0,0.4922,2.1799,1,13995.49
45,20769.18,1009.88,retired,permanent,3430.51,30077.18,12,716,3,0,1,0.6165,1.4482,0,631.82
37,35580.45,1389.88,retired,permanent,8711.34,69705.19,24,312,3,1,0,0.5177,1.9591,1,2241.57
25,58192.49,2429.64,employed,permanent,14942.7,189730.75,84,693,2,1,3,0.5524,3.2604,0,6023.35
56,59441.18,1985.99,employed,permanent,17814.71,303591.15,36,831,5,1,0,0.4609,5.1074,1,32098.24
67,37493.22,802.91,employed,freelance,7808.94,77370.12,84,512,3,1,0,0.2986,2.0636,0,1458.19
32,59353.55,2355.08,self_employed,permanent,12116.1,81170.83,84,569,4,1,1,0.517,1.3676,0,2276.29
47,45989.9,1805.77,retired,permanent,11613.44,91828.34,36,339,2,0,1,0.5217,1.9967,0,311.98
24,55290.29,1329.96,employed,freelance,15548.7,58336.69,60,480,3,0,0,0.3449,1.0551,1,12863.29
32,74334.46,2550.64,employed,permanent,10308.42,416036.95,60,564,0,0,0,0.4395,5.5968,0,1190.59
36,31670.71,1505.32,retired,contract,4185.23,167836.8,36,405,2,1,0,0.5968,5.2994,0,407.02
69,33659.86,902.59,retired,permanent,3631.47,73940.76,60,786,0,0,0,0.3434,2.1967,1,33208.14
59,66014.07,2263.1,employed,permanent,14492.64,122682.73,12,703,0,0,0,0.4553,1.8584,1,23104.92
64,115314.78,3953.24,self_employed,freelance,16612.51,500000.0,36,689,2,0,1,0.4402,4.336,0,11722.55
51,40987.32,1823.14,employed,permanent,8858.4,20893.11,120,422,3,1,1,0.577,0.5097,0,1696.85
48,36810.26,1652.17,employed,temporary,5977.76,139995.91,120,336,0,1,1,0.5711,3.8032,0,717.71
22,25983.02,1116.72,part_time,permanent,8696.35,143894.5,84,802,0,1,0,0.5827,5.538,1,8418.5
59,53116.59,1672.77,retired,permanent,1553.77,175128.91,120,826,0,0,0,0.3838,3.2971,1,38884.53
53,11876.68,272.38,unemployed,permanent,2718.38,6132.15,36,391,2,0,3,0.321,0.5163,0,162.83
59,61629.03,1912.14,employed,permanent,14190.05,105003.1,120,399,0,0,0,0.4184,1.7038,1,7543.39
46,35319.02,1436.09,retired,permanent,5421.01,196848.04,36,754,0,1,1,0.5186,5.5734,0,1362.02
32,70473.01,2912.66,employed,contract,11868.24,41834.42,60,693,0,0,0,0.5296,0.5936,1,17618.25
64,65559.91,3211.07,employed,permanent,20982.62,175129.45,120,804,0,1,0,0.6518,2.6713,1,35402.35
52,85238.37,2903.61,self_employed,permanent,9569.67,412860.23,36,416,2,1,0,0.4312,4.8436,1,9500.33
25,83069.97,3262.94,employed,permanent,28954.99,424446.05,24,790,0,1,0,0.5411,5.1095,1,44857.78
43,8955.67,327.42,unemployed,freelance,3210.94,28002.98,24,641,2,1,1,0.5104,3.1268,0,249.14
38,72203.35,1821.43,self_employed,freelance,18790.76,128425.26,12,725,1,1,0,0.3548,1.7787,1,79258.48
35,60402.55,2070.91,employed,contract,18673.03,229431.59,36,769,0,0,2,0.4733,3.7984,1,27181.15
59,70178.1,2577.25,employed,freelance,17206.2,136901.98,120,433,2,1,3,0.4897,1.9508,0,3097.39
47,60063.85,2916.91,employed,permanent,12619.63,114358.77,36,479,1,0,3,0.6248,1.904,0,2154.38
52,60177.86,1897.05,employed,permanent,23269.04,297386.87,84,511,3,1,0,0.4556,4.9418,1,5416.01
67,26549.06,1312.04,self_employed,temporary,3001.69,35800.4,60,817,5,1,0,0.6156,1.3485,1,12902.84
60,24440.37,895.75,retired,temporary,1507.0,12962.39,84,712,3,0,0,0.4521,0.5304,1,5987.89
32,61868.25,1726.46,employed,permanent,7114.49,145530.44,120,656,2,1,2,0.3579,2.3523,0,25582.93
62,80245.94,2120.38,employed,permanent,19728.48,256815.64,48,752,1,1,0,0.3663,3.2004,1,115871.93
64,51479.07,1285.23,self_employed,freelance,3813.23,225372.39,84,734,1,1,0,0.3144,4.3779,1,72232.14
44,37337.81,1271.12,retired,contract,13573.25,179077.14,120,376,0,0,0,0.4812,4.7961,1,1960.24
61,53972.91,1158.95,employed,permanent,8873.67,223952.8,48,582,2,1,3,0.2906,4.1494,0,10163.5
55,40764.22,1378.39,employed,contract,13859.23,160847.41,120,836,2,1,3,0.4738,3.9458,0,4923.23
46,116038.36,5762.67,self_employed,permanent,11568.4,482907.32,36,720,0,1,0,0.6159,4.1616,1,43862.5
57,82007.06,3311.29,employed,permanent,10272.81,163472.53,12,450,1,1,0,0.5096,1.9934,1,7380.64
26,39317.08,1690.39,employed,permanent,931.4,102341.86,24,802,2,1,0,0.5207,2.603,1,21231.22
24,8637.45,209.93,unemployed,permanent,890.58,33603.14,36,814,1,1,1,0.3123,3.8904,1,3501.9
62,58020.09,2009.36,self_employed,permanent,11379.22,49934.33,36,634,2,0,0,0.4548,0.8606,1,7832.71
64,119510.73,3487.5,self_employed,contract,45229.41,253875.38,12,711,3,0,0,0.4259,2.1243,1,55791.19
50,3628.78,170.23,unemployed,permanent,564.5,9925.82,12,554,0,1,1,0.594,2.7353,0,243.84
42,47680.15,1245.45,self_employed,temporary,12201.23,163730.0,48,517,1,0,0,0.3646,3.4339,0,2041.98
61,66233.98,2266.07,employed,permanent,11331.58,210336.04,120,507,1,0,0,0.4448,3.1757,1,5484.17
29,80931.94,3074.18,employed,permanent,1514.78,360124.9,36,589,0,0,0,0.4596,4.4497,0,2531.53
51,45588.54,1633.26,employed,freelance,9182.13,141499.84,120,584,3,0,1,0.4702,3.1038,0,1022.53
62,74017.15,3334.38,employed,temporary,1951.5,405074.76,36,815,2,1,1,0.5459,5.4727,0,6926.62
49,30833.63,850.52,self_employed,freelance,10899.07,79913.09,60,531,1,0,0,0.4017,2.5918,0,996.86
58,52000.59,1655.73,retired,freelance,15663.35,176258.31,24,631,0,1,1,0.4423,3.3895,0,1371.49
50,13864.72,609.16,part_time,permanent,2099.96,7177.17,60,506,1,1,1,0.5575,0.5177,0,137.47
37,111851.98,4053.0,self_employed,permanent,28643.89,246927.65,60,660,3,1,2,0.486,2.2076,0,3935.59
55,61994.4,2018.65,employed,contract,2778.05,326471.89,24,650,2,1,1,0.3997,5.2662,1,37308.23
21,59645.01,1293.82,employed,freelance,16761.56,139251.43,36,672,0,1,1,0.3165,2.3347,1,65669.16
33,54012.36,2312.11,retired,temporary,17775.09,102219.73,48,400,3,0,0,0.5795,1.8925,0,351.07
32,119086.5,5857.7,self_employed,contract,39143.53,415546.78,120,843,0,0,0,0.656,3.4895,1,48230.03
48,86766.92,3377.41,self_employed,contract,9866.35,80954.88,24,769,5,1,0,0.4898,0.933,1,42168.72
31,22703.41,1040.17,retired,permanent,2395.18,77732.58,12,430,3,1,0,0.5709,3.4238,0,235.75
58,6074.04,218.11,unemployed,temporary,1266.8,13181.65,36,828,4,0,0,0.4726,2.1702,1,546.66
21,37579.03,1036.83,retired,contract,14547.18,97971.01,24,776,2,0,0,0.4085,2.6071,1,21662.43
51,63294.55,1345.3,employed,temporary,23305.64,307137.28,24,547,2,0,0,0.3287,4.8525,0,4141.77
32,6833.9,272.61,unemployed,permanent,983.09,28297.83,84,674,0,1,0,0.5075,4.1408,0,173.11
65,18692.81,658.28,retired,permanent,5830.88,55210.78,120,695,2,1,0,0.485,2.9536,1,3925.49
46,74117.5,3234.82,employed,permanent,27314.31,272481.11,24,377,2,1,0,0.5974,3.6763,0,887.08
68,92677.46,3808.57,self_employed,permanent,9672.8,437226.6,48,340,0,1,0,0.514,4.7177,0,3547.8
60,41350.84,2053.01,employed,freelance,13733.37,190288.73,60,557,1,0,0,0.6622,4.6018,0,1402.88
36,25115.51,897.06,part_time,permanent,2691.33,38157.23,60,480,4,1,0,0.45,1.5193,0,558.32
59,66259.87,2205.96,employed,permanent,9098.33,142793.71,84,589,1,0,1,0.427,2.1551,0,1023.45
50,89832.79,2622.81,self_employed,permanent,7144.25,216973.42,24,424,1,1,1,0.3663,2.4153,0,4209.48
53,39696.87,1379.14,employed,temporary,8051.79,60795.07,24,767,0,0,0,0.4575,1.5315,1,17863.59
43,7518.04,348.03,unemployed,temporary,2536.02,4261.89,60,534,1,0,0,0.623,0.5669,0,156.85
64,50441.36,1113.3,employed,permanent,10654.27,73483.98,48,799,2,1,0,0.3071,1.4568,1,105085.49
54,62885.16,3103.72,employed,permanent,3105.02,310988.74,36,373,0,1,3,0.6021,4.9453,0,2413.88
67,77532.8,3861.51,employed,permanent,7808.36,271563.48,60,304,2,1,2,0.6178,3.5026,0,2601.86
25,28229.86,1080.35,part_time,temporary,6355.8,67162.2,24,417,2,0,2,0.5043,2.3791,0,564.57
38,41539.67,1267.1,employed,permanent,9690.17,159757.19,48,613,2,1,0,0.4127,3.8459,1,13055.09
49,67515.16,1845.79,employed,freelance,15579.96,308482.69,120,500,5,1,0,0.3742,4.5691,1,15288.13
26,11629.4,336.06,unemployed,permanent,358.2,28484.5,48,842,1,1,0,0.3529,2.4494,1,3695.08
29,39893.1,889.41,self_employed,permanent,12026.91,122208.99,120,729,0,1,0,0.3278,3.0634,1,51934.11
60,31616.86,1096.81,part_time,contract,11501.31,26974.64,84,458,3,0,2,0.489,0.8532,0,455.62
51,73640.14,1657.29,employed,permanent,15037.87,278654.14,24,600,0,0,0,0.3109,3.784,1,41776.05
53,98530.31,4117.47,self_employed,temporary,28330.59,242408.11,12,719,3,1,1,0.559,2.4602,0,9260.08
47,50507.71,1600.15,employed,permanent,18465.93,145683.43,48,557,5,1,0,0.4533,2.8844,1,4545.69
34,50833.89,1354.63,employed,temporary,13066.81,143570.33,60,361,4,0,0,0.3712,2.8243,1,9821.11
49,111071.85,4079.1,self_employed,contract,29959.44,441871.71,12,461,5,1,1,0.4946,3.9783,0,2662.0
56,59184.04,2913.91,self_employed,freelance,17078.25,215936.49,84,385,0,0,0,0.6485,3.6486,0,1352.37
48,756.18,31.09,unemployed,permanent,78.79,2133.62,36,312,0,0,0,0.5142,2.8216,0,198.08
41,68032.82,2393.12,employed,permanent,15856.49,40360.65,60,574,0,1,2,0.4687,0.5933,0,823.74
23,41864.97,1820.85,employed,permanent,14103.05,163913.68,84,716,3,1,0,0.5893,3.9153,1,17583.29
39,78812.79,3337.17,employed,freelance,9336.56,420677.15,120,423,0,0,1,0.5318,5.3377,0,1200.02
51,26760.17,1253.51,part_time,freelance,9603.37,126643.4,84,348,2,0,2,0.6339,4.7325,0,220.07
55,83109.96,2227.58,employed,permanent,20623.97,490256.18,84,302,0,1,0,0.3713,5.8989,1,19253.25
69,78166.05,3586.57,employed,permanent,13231.16,98873.36,24,570,2,1,0,0.5845,1.2649,1,7034.94
